Year,URBANISATION,REF_AREA,TIME_DETAIL,UNIT_MEASURE,SERIES,Value
2013,Camp,Jericho & AL Aghwar,2013,NUMBER,SH_SAN_DEFECT,
2014,Camp,Jericho & AL Aghwar,2014,NUMBER,SH_SAN_DEFECT,
2015,Camp,Jericho & AL Aghwar,2015,NUMBER,SH_SAN_DEFECT,
2017,Camp,Jericho & AL Aghwar,2017,NUMBER,SH_SAN_DEFECT,
0,Camp,Jerusalem,0,NUMBER,SH_SAN_DEFECT,
2000,Camp,Jerusalem,2000,NUMBER,SH_SAN_DEFECT,
2002,Camp,Jerusalem,2002,NUMBER,SH_SAN_DEFECT,
2003,Camp,Jerusalem,2003,NUMBER,SH_SAN_DEFECT,
2004,Camp,Jerusalem,2004,NUMBER,SH_SAN_DEFECT,
2005,Camp,Jerusalem,2005,NUMBER,SH_SAN_DEFECT,
2006,Camp,Jerusalem,2006,NUMBER,SH_SAN_DEFECT,
2007,Camp,Jerusalem,2007,NUMBER,SH_SAN_DEFECT,
2008,Camp,Jerusalem,2008,NUMBER,SH_SAN_DEFECT,
2009,Camp,Jerusalem,2009,NUMBER,SH_SAN_DEFECT,
2010,Camp,Jerusalem,2010,NUMBER,SH_SAN_DEFECT,
2011,Camp,Jerusalem,2011,NUMBER,SH_SAN_DEFECT,
2012,Camp,Jerusalem,2012,NUMBER,SH_SAN_DEFECT,
2013,Camp,Jerusalem,2013,NUMBER,SH_SAN_DEFECT,
2014,Camp,Jerusalem,2014,NUMBER,SH_SAN_DEFECT,
2015,Camp,Jerusalem,2015,NUMBER,SH_SAN_DEFECT,
2017,Camp,Jerusalem,2017,NUMBER,SH_SAN_DEFECT,
0,Camp,Bethlehem,0,NUMBER,SH_SAN_DEFECT,
2000,Camp,Bethlehem,2000,NUMBER,SH_SAN_DEFECT,
2002,Camp,Bethlehem,2002,NUMBER,SH_SAN_DEFECT,
2003,Camp,Bethlehem,2003,NUMBER,SH_SAN_DEFECT,
2004,Camp,Bethlehem,2004,NUMBER,SH_SAN_DEFECT,
2005,Camp,Bethlehem,2005,NUMBER,SH_SAN_DEFECT,
2006,Camp,Bethlehem,2006,NUMBER,SH_SAN_DEFECT,
2007,Camp,Bethlehem,2007,NUMBER,SH_SAN_DEFECT,
2008,Camp,Bethlehem,2008,NUMBER,SH_SAN_DEFECT,
2009,Camp,Bethlehem,2009,NUMBER,SH_SAN_DEFECT,
2010,Camp,Bethlehem,2010,NUMBER,SH_SAN_DEFECT,
2011,Camp,Bethlehem,2011,NUMBER,SH_SAN_DEFECT,
2012,Camp,Bethlehem,2012,NUMBER,SH_SAN_DEFECT,
2013,Camp,Bethlehem,2013,NUMBER,SH_SAN_DEFECT,
2014,Camp,Bethlehem,2014,NUMBER,SH_SAN_DEFECT,
2015,Camp,Bethlehem,2015,NUMBER,SH_SAN_DEFECT,
2017,Camp,Bethlehem,2017,NUMBER,SH_SAN_DEFECT,
0,Camp,Hebron,0,NUMBER,SH_SAN_DEFECT,
2000,Camp,Hebron,2000,NUMBER,SH_SAN_DEFECT,
2002,Camp,Hebron,2002,NUMBER,SH_SAN_DEFECT,
2003,Camp,Hebron,2003,NUMBER,SH_SAN_DEFECT,
2004,Camp,Hebron,2004,NUMBER,SH_SAN_DEFECT,
2005,Camp,Hebron,2005,NUMBER,SH_SAN_DEFECT,
2006,Camp,Hebron,2006,NUMBER,SH_SAN_DEFECT,
2007,Camp,Hebron,2007,NUMBER,SH_SAN_DEFECT,
2008,Camp,Hebron,2008,NUMBER,SH_SAN_DEFECT,
2009,Camp,Hebron,2009,NUMBER,SH_SAN_DEFECT,
2010,Camp,Hebron,2010,NUMBER,SH_SAN_DEFECT,
2011,Camp,Hebron,2011,NUMBER,SH_SAN_DEFECT,
2012,Camp,Hebron,2012,NUMBER,SH_SAN_DEFECT,
2013,Camp,Hebron,2013,NUMBER,SH_SAN_DEFECT,
2014,Camp,Hebron,2014,NUMBER,SH_SAN_DEFECT,
2015,Camp,Hebron,2015,NUMBER,SH_SAN_DEFECT,
2017,Camp,Hebron,2017,NUMBER,SH_SAN_DEFECT,
0,Camp,North Gaza,0,NUMBER,SH_SAN_DEFECT,
2000,Camp,North Gaza,2000,NUMBER,SH_SAN_DEFECT,
2002,Camp,North Gaza,2002,NUMBER,SH_SAN_DEFECT,
2003,Camp,North Gaza,2003,NUMBER,SH_SAN_DEFECT,
2004,Camp,North Gaza,2004,NUMBER,SH_SAN_DEFECT,
2005,Camp,North Gaza,2005,NUMBER,SH_SAN_DEFECT,
2006,Camp,North Gaza,2006,NUMBER,SH_SAN_DEFECT,
2007,Camp,North Gaza,2007,NUMBER,SH_SAN_DEFECT,
2008,Camp,North Gaza,2008,NUMBER,SH_SAN_DEFECT,
2009,Camp,North Gaza,2009,NUMBER,SH_SAN_DEFECT,
2010,Camp,North Gaza,2010,NUMBER,SH_SAN_DEFECT,
2011,Camp,North Gaza,2011,NUMBER,SH_SAN_DEFECT,
2012,Camp,North Gaza,2012,NUMBER,SH_SAN_DEFECT,
2013,Camp,North Gaza,2013,NUMBER,SH_SAN_DEFECT,
2014,Camp,North Gaza,2014,NUMBER,SH_SAN_DEFECT,
2015,Camp,North Gaza,2015,NUMBER,SH_SAN_DEFECT,
2017,Camp,North Gaza,2017,NUMBER,SH_SAN_DEFECT,
0,Camp,Gaza,0,NUMBER,SH_SAN_DEFECT,
2000,Camp,Gaza,2000,NUMBER,SH_SAN_DEFECT,
2002,Camp,Gaza,2002,NUMBER,SH_SAN_DEFECT,
2003,Camp,Gaza,2003,NUMBER,SH_SAN_DEFECT,
2004,Camp,Gaza,2004,NUMBER,SH_SAN_DEFECT,
2005,Camp,Gaza,2005,NUMBER,SH_SAN_DEFECT,
2006,Camp,Gaza,2006,NUMBER,SH_SAN_DEFECT,
2007,Camp,Gaza,2007,NUMBER,SH_SAN_DEFECT,
2008,Camp,Gaza,2008,NUMBER,SH_SAN_DEFECT,
2009,Camp,Gaza,2009,NUMBER,SH_SAN_DEFECT,
2010,Camp,Gaza,2010,NUMBER,SH_SAN_DEFECT,
2011,Camp,Gaza,2011,NUMBER,SH_SAN_DEFECT,
2012,Camp,Gaza,2012,NUMBER,SH_SAN_DEFECT,
2013,Camp,Gaza,2013,NUMBER,SH_SAN_DEFECT,
2014,Camp,Gaza,2014,NUMBER,SH_SAN_DEFECT,
2015,Camp,Gaza,2015,NUMBER,SH_SAN_DEFECT,
2017,Camp,Gaza,2017,NUMBER,SH_SAN_DEFECT,
0,Camp,Dier Al-Balah,0,NUMBER,SH_SAN_DEFECT,
2000,Camp,Dier Al-Balah,2000,NUMBER,SH_SAN_DEFECT,
2002,Camp,Dier Al-Balah,2002,NUMBER,SH_SAN_DEFECT,
2003,Camp,Dier Al-Balah,2003,NUMBER,SH_SAN_DEFECT,
2004,Camp,Dier Al-Balah,2004,NUMBER,SH_SAN_DEFECT,
2005,Camp,Dier Al-Balah,2005,NUMBER,SH_SAN_DEFECT,
2006,Camp,Dier Al-Balah,2006,NUMBER,SH_SAN_DEFECT,
2007,Camp,Dier Al-Balah,2007,NUMBER,SH_SAN_DEFECT,
2008,Camp,Dier Al-Balah,2008,NUMBER,SH_SAN_DEFECT,
2009,Camp,Dier Al-Balah,2009,NUMBER,SH_SAN_DEFECT,
2010,Camp,Dier Al-Balah,2010,NUMBER,SH_SAN_DEFECT,
2011,Camp,Dier Al-Balah,2011,NUMBER,SH_SAN_DEFECT,
2012,Camp,Dier Al-Balah,2012,NUMBER,SH_SAN_DEFECT,
2013,Camp,Dier Al-Balah,2013,NUMBER,SH_SAN_DEFECT,
2014,Camp,Dier Al-Balah,2014,NUMBER,SH_SAN_DEFECT,
2015,Camp,Dier Al-Balah,2015,NUMBER,SH_SAN_DEFECT,
2017,Camp,Dier Al-Balah,2017,NUMBER,SH_SAN_DEFECT,
0,Camp,Khan Yunis,0,NUMBER,SH_SAN_DEFECT,
2000,Camp,Khan Yunis,2000,NUMBER,SH_SAN_DEFECT,
2002,Camp,Khan Yunis,2002,NUMBER,SH_SAN_DEFECT,
2003,Camp,Khan Yunis,2003,NUMBER,SH_SAN_DEFECT,
2004,Camp,Khan Yunis,2004,NUMBER,SH_SAN_DEFECT,
2005,Camp,Khan Yunis,2005,NUMBER,SH_SAN_DEFECT,
2006,Camp,Khan Yunis,2006,NUMBER,SH_SAN_DEFECT,
2007,Camp,Khan Yunis,2007,NUMBER,SH_SAN_DEFECT,
2008,Camp,Khan Yunis,2008,NUMBER,SH_SAN_DEFECT,
2009,Camp,Khan Yunis,2009,NUMBER,SH_SAN_DEFECT,
2010,Camp,Khan Yunis,2010,NUMBER,SH_SAN_DEFECT,
2011,Camp,Khan Yunis,2011,NUMBER,SH_SAN_DEFECT,
2012,Camp,Khan Yunis,2012,NUMBER,SH_SAN_DEFECT,
2013,Camp,Khan Yunis,2013,NUMBER,SH_SAN_DEFECT,
2014,Camp,Khan Yunis,2014,NUMBER,SH_SAN_DEFECT,
2015,Camp,Khan Yunis,2015,NUMBER,SH_SAN_DEFECT,
2017,Camp,Khan Yunis,2017,NUMBER,SH_SAN_DEFECT,
0,Camp,Rafah,0,NUMBER,SH_SAN_DEFECT,
2000,Camp,Rafah,2000,NUMBER,SH_SAN_DEFECT,
2002,Camp,Rafah,2002,NUMBER,SH_SAN_DEFECT,
2003,Camp,Rafah,2003,NUMBER,SH_SAN_DEFECT,
2004,Camp,Rafah,2004,NUMBER,SH_SAN_DEFECT,
2005,Camp,Rafah,2005,NUMBER,SH_SAN_DEFECT,
2006,Camp,Rafah,2006,NUMBER,SH_SAN_DEFECT,
2007,Camp,Rafah,2007,NUMBER,SH_SAN_DEFECT,
2008,Camp,Rafah,2008,NUMBER,SH_SAN_DEFECT,
2009,Camp,Rafah,2009,NUMBER,SH_SAN_DEFECT,
2010,Camp,Rafah,2010,NUMBER,SH_SAN_DEFECT,
2011,Camp,Rafah,2011,NUMBER,SH_SAN_DEFECT,
2012,Camp,Rafah,2012,NUMBER,SH_SAN_DEFECT,
2013,Camp,Rafah,2013,NUMBER,SH_SAN_DEFECT,
2014,Camp,Rafah,2014,NUMBER,SH_SAN_DEFECT,
2015,Camp,Rafah,2015,NUMBER,SH_SAN_DEFECT,
2017,Camp,Rafah,2017,NUMBER,SH_SAN_DEFECT,
