Year,URBANISATION,REF_AREA,REPORTING_TYPE,TIME_DETAIL,SERIES,UNIT_MEASURE,Value
2009,Camp,Bethlehem,N,2009,SH_SAN_DEFECT,PT,
2010,Camp,Bethlehem,N,2010,SH_SAN_DEFECT,PT,
2011,Camp,Bethlehem,N,2011,SH_SAN_DEFECT,PT,
2012,Camp,Bethlehem,N,2012,SH_SAN_DEFECT,PT,
2013,Camp,Bethlehem,N,2013,SH_SAN_DEFECT,PT,
2014,Camp,Bethlehem,N,2014,SH_SAN_DEFECT,PT,
2015,Camp,Bethlehem,N,2015,SH_SAN_DEFECT,PT,
2017,Camp,Bethlehem,N,2017,SH_SAN_DEFECT,PT,
0,Camp,Hebron,N,0,SH_SAN_DEFECT,PT,
2000,Camp,Hebron,N,2000,SH_SAN_DEFECT,PT,
2002,Camp,Hebron,N,2002,SH_SAN_DEFECT,PT,
2003,Camp,Hebron,N,2003,SH_SAN_DEFECT,PT,
2004,Camp,Hebron,N,2004,SH_SAN_DEFECT,PT,
2005,Camp,Hebron,N,2005,SH_SAN_DEFECT,PT,
2006,Camp,Hebron,N,2006,SH_SAN_DEFECT,PT,
2007,Camp,Hebron,N,2007,SH_SAN_DEFECT,PT,
2008,Camp,Hebron,N,2008,SH_SAN_DEFECT,PT,
2009,Camp,Hebron,N,2009,SH_SAN_DEFECT,PT,
2010,Camp,Hebron,N,2010,SH_SAN_DEFECT,PT,
2011,Camp,Hebron,N,2011,SH_SAN_DEFECT,PT,
2012,Camp,Hebron,N,2012,SH_SAN_DEFECT,PT,
2013,Camp,Hebron,N,2013,SH_SAN_DEFECT,PT,
2014,Camp,Hebron,N,2014,SH_SAN_DEFECT,PT,
2015,Camp,Hebron,N,2015,SH_SAN_DEFECT,PT,
2017,Camp,Hebron,N,2017,SH_SAN_DEFECT,PT,
0,Camp,North Gaza,N,0,SH_SAN_DEFECT,PT,
2000,Camp,North Gaza,N,2000,SH_SAN_DEFECT,PT,
2002,Camp,North Gaza,N,2002,SH_SAN_DEFECT,PT,
2003,Camp,North Gaza,N,2003,SH_SAN_DEFECT,PT,
2004,Camp,North Gaza,N,2004,SH_SAN_DEFECT,PT,
2005,Camp,North Gaza,N,2005,SH_SAN_DEFECT,PT,
2006,Camp,North Gaza,N,2006,SH_SAN_DEFECT,PT,
2007,Camp,North Gaza,N,2007,SH_SAN_DEFECT,PT,
2008,Camp,North Gaza,N,2008,SH_SAN_DEFECT,PT,
2009,Camp,North Gaza,N,2009,SH_SAN_DEFECT,PT,
2010,Camp,North Gaza,N,2010,SH_SAN_DEFECT,PT,
2011,Camp,North Gaza,N,2011,SH_SAN_DEFECT,PT,
2012,Camp,North Gaza,N,2012,SH_SAN_DEFECT,PT,
2013,Camp,North Gaza,N,2013,SH_SAN_DEFECT,PT,
2014,Camp,North Gaza,N,2014,SH_SAN_DEFECT,PT,
2015,Camp,North Gaza,N,2015,SH_SAN_DEFECT,PT,
2017,Camp,North Gaza,N,2017,SH_SAN_DEFECT,PT,
0,Camp,Gaza,N,0,SH_SAN_DEFECT,PT,
2000,Camp,Gaza,N,2000,SH_SAN_DEFECT,PT,
2002,Camp,Gaza,N,2002,SH_SAN_DEFECT,PT,
2003,Camp,Gaza,N,2003,SH_SAN_DEFECT,PT,
2004,Camp,Gaza,N,2004,SH_SAN_DEFECT,PT,
2005,Camp,Gaza,N,2005,SH_SAN_DEFECT,PT,
2006,Camp,Gaza,N,2006,SH_SAN_DEFECT,PT,
2007,Camp,Gaza,N,2007,SH_SAN_DEFECT,PT,
2008,Camp,Gaza,N,2008,SH_SAN_DEFECT,PT,
2009,Camp,Gaza,N,2009,SH_SAN_DEFECT,PT,
2010,Camp,Gaza,N,2010,SH_SAN_DEFECT,PT,
2011,Camp,Gaza,N,2011,SH_SAN_DEFECT,PT,
2012,Camp,Gaza,N,2012,SH_SAN_DEFECT,PT,
2013,Camp,Gaza,N,2013,SH_SAN_DEFECT,PT,
2014,Camp,Gaza,N,2014,SH_SAN_DEFECT,PT,
2015,Camp,Gaza,N,2015,SH_SAN_DEFECT,PT,
2017,Camp,Gaza,N,2017,SH_SAN_DEFECT,PT,
0,Camp,Dier Al-Balah,N,0,SH_SAN_DEFECT,PT,
2000,Camp,Dier Al-Balah,N,2000,SH_SAN_DEFECT,PT,
2002,Camp,Dier Al-Balah,N,2002,SH_SAN_DEFECT,PT,
2003,Camp,Dier Al-Balah,N,2003,SH_SAN_DEFECT,PT,
2004,Camp,Dier Al-Balah,N,2004,SH_SAN_DEFECT,PT,
2005,Camp,Dier Al-Balah,N,2005,SH_SAN_DEFECT,PT,
2006,Camp,Dier Al-Balah,N,2006,SH_SAN_DEFECT,PT,
2007,Camp,Dier Al-Balah,N,2007,SH_SAN_DEFECT,PT,
2008,Camp,Dier Al-Balah,N,2008,SH_SAN_DEFECT,PT,
2009,Camp,Dier Al-Balah,N,2009,SH_SAN_DEFECT,PT,
2010,Camp,Dier Al-Balah,N,2010,SH_SAN_DEFECT,PT,
2011,Camp,Dier Al-Balah,N,2011,SH_SAN_DEFECT,PT,
2012,Camp,Dier Al-Balah,N,2012,SH_SAN_DEFECT,PT,
2013,Camp,Dier Al-Balah,N,2013,SH_SAN_DEFECT,PT,
2014,Camp,Dier Al-Balah,N,2014,SH_SAN_DEFECT,PT,
2015,Camp,Dier Al-Balah,N,2015,SH_SAN_DEFECT,PT,
2017,Camp,Dier Al-Balah,N,2017,SH_SAN_DEFECT,PT,
0,Camp,Khan Yunis,N,0,SH_SAN_DEFECT,PT,
2000,Camp,Khan Yunis,N,2000,SH_SAN_DEFECT,PT,
2002,Camp,Khan Yunis,N,2002,SH_SAN_DEFECT,PT,
2003,Camp,Khan Yunis,N,2003,SH_SAN_DEFECT,PT,
2004,Camp,Khan Yunis,N,2004,SH_SAN_DEFECT,PT,
2005,Camp,Khan Yunis,N,2005,SH_SAN_DEFECT,PT,
2006,Camp,Khan Yunis,N,2006,SH_SAN_DEFECT,PT,
2007,Camp,Khan Yunis,N,2007,SH_SAN_DEFECT,PT,
2008,Camp,Khan Yunis,N,2008,SH_SAN_DEFECT,PT,
2009,Camp,Khan Yunis,N,2009,SH_SAN_DEFECT,PT,
2010,Camp,Khan Yunis,N,2010,SH_SAN_DEFECT,PT,
2011,Camp,Khan Yunis,N,2011,SH_SAN_DEFECT,PT,
2012,Camp,Khan Yunis,N,2012,SH_SAN_DEFECT,PT,
2013,Camp,Khan Yunis,N,2013,SH_SAN_DEFECT,PT,
2014,Camp,Khan Yunis,N,2014,SH_SAN_DEFECT,PT,
2015,Camp,Khan Yunis,N,2015,SH_SAN_DEFECT,PT,
2017,Camp,Khan Yunis,N,2017,SH_SAN_DEFECT,PT,
0,Camp,Rafah,N,0,SH_SAN_DEFECT,PT,
2000,Camp,Rafah,N,2000,SH_SAN_DEFECT,PT,
2002,Camp,Rafah,N,2002,SH_SAN_DEFECT,PT,
2003,Camp,Rafah,N,2003,SH_SAN_DEFECT,PT,
2004,Camp,Rafah,N,2004,SH_SAN_DEFECT,PT,
2005,Camp,Rafah,N,2005,SH_SAN_DEFECT,PT,
2006,Camp,Rafah,N,2006,SH_SAN_DEFECT,PT,
2007,Camp,Rafah,N,2007,SH_SAN_DEFECT,PT,
2008,Camp,Rafah,N,2008,SH_SAN_DEFECT,PT,
2009,Camp,Rafah,N,2009,SH_SAN_DEFECT,PT,
2010,Camp,Rafah,N,2010,SH_SAN_DEFECT,PT,
2011,Camp,Rafah,N,2011,SH_SAN_DEFECT,PT,
2012,Camp,Rafah,N,2012,SH_SAN_DEFECT,PT,
2013,Camp,Rafah,N,2013,SH_SAN_DEFECT,PT,
2014,Camp,Rafah,N,2014,SH_SAN_DEFECT,PT,
2015,Camp,Rafah,N,2015,SH_SAN_DEFECT,PT,
2017,Camp,Rafah,N,2017,SH_SAN_DEFECT,PT,
